text,category,risk_level,language,source_type
WARNING: Delivery agent outside: Sir I am Rana Pratap Singh here with your Amazon parcel #4600. Please share the delivery OTP to complete handover.,otp_scam,high,en-IN,curated_scam
"Urgent Notice: Bajaj Finserv se Rs 2,000 ka loan approve hua hai customer #56181. Disbursement ke liye GST tax Rs 3,200 account me dalein.",loan_scam,medium,hi-Latn,curated_scam
Supreme Court of India Enforcement Directorate: Case #91895 filed. You are under continuous digital surveillance. Stay on video call until statement is recorded.,voice_phishing,high,en-IN,curated_scam
IMPORTANT: Maharashtra Anti-Terrorism Squad (ATS): Suspicious international wire transfer traced to your Kotak Mahindra Bank account #23548. Cooperate in digital interrogation with officer Arun Nair.,voice_phishing,high,en-IN,curated_scam
महत्वपूर्ण सूचना: कस्टम विभाग Bengaluru हवाई अड्डा: आपके नाम से भेजे जा रहे पार्सल #28959 में 5 फर्जी पासपोर्ट और मादक पदार्थ मिले हैं। तुरंत वीडियो कॉल पर बयान दें अधिकारी Suresh Raina को।,voice_phishing,high,hi-IN,curated_scam
"Bajaj Finance Limited: Instant personal loan of Rs 500,000 credited for customer #73964. Download loan agreement app: https://bajaj-fast-credit73964.com",loan_scam,medium,en-IN,curated_scam
IMPORTANT: Your order #ORD40671 has been delivered by BlueDart in Surat. Thank you for shopping with Flipkart! Rate your delivery executive Vikram Malhotra.,benign,safe,en-IN,authentic_transaction
"IMPORTANT: Urgent: You borrowed Rs 6,500 from RupeeMama loan app. Due date passed for file #15284! Pay immediately or we will send your private photos to all contacts in Kolkata.",loan_scam,medium,en-IN,curated_scam
"आवश्यक सूचना: नारकोटिक्स कंट्रोल ब्यूरो (NCB): आपके पार्सल #62474 से 150 ग्राम एमडीएमए ड्रग्स जब्त की गई है। गिरफ्तारी से बचने हेतु सत्यापन राशि ₹25,000 ट्रांसफर करें।",voice_phishing,high,hi-IN,curated_scam
अंतिम चेतावनी: म्युचुअल फंड: आपकी ₹199 की मासिक एसआईपी सफलतापूर्वक निष्पादित हो गई है फोलियो #71430 के लिए। एनएवी आवंटित कर दी गई है।,benign,safe,hi-IN,authentic_transaction
"Priority: Jio 8th Anniversary Contest: Claim cash prize Rs 35,000 for number ending 36878. Send Aadhaar card and processing fee to claim department.",lottery_prize,medium,en-IN,curated_scam
Immediate Attention: Maharashtra Anti-Terrorism Squad (ATS): Suspicious international wire transfer traced to your Bank of Baroda account #24830. Cooperate in digital interrogation with officer Priya Sharma.,voice_phishing,high,en-IN,curated_scam
"Repay Rs 6,500 today for loan #7365 to clear file or your morphed images will be circulated on Facebook and WhatsApp contact list.",loan_scam,medium,en-IN,curated_scam
IMPORTANT: Gas Agency Notice: Subsidized LPG cylinder booking suspended for consumer #2294. Re-verify consumer connection at https://iocl-indane-update2294.online,phishing_link,high,en-IN,curated_scam
Action Required: SBI YONO notice: Your account login suspended. Submit mandatory identity verification for customer #26735 at https://sbi-yono-portal26735.xyz,phishing_link,high,en-IN,curated_scam
Action Required: Jio e-SIM setup for mobile #98449: Scan the attached barcode on another phone and accept profile download to complete SIM upgrade.,sim_swap,high,en-IN,curated_scam
"NOTICE: Dear customer, to upgrade your IDFC FIRST Bank debit card limit to Rs 5 Lakhs on account #39236, please verify the authorization code sent to your registered mobile number.",otp_scam,high,en-IN,curated_scam
"IMPORTANT: Fastag toll duplicate deduction of Rs 10,000 at Lucknow toll plaza for vehicle #52425. Click https://toll-refund-desk52425.in to credit toll balance.",fake_refund,high,en-IN,curated_scam
"NOTICE: Dear Customer, you received a cashback of Rs 1,499. Click to approve collect request in MobiKwik: upi://pay?pa=cb25931@okaxis&am=1,499",upi_collect_scam,high,en-IN,curated_scam
"Aakhri Chetawani: Flipkart lucky draw: Rs 10,000 ka cash prize lene ke liye winner #22680 1% TDS tax Rs 2,500 pehle jama karein PNB account me.",lottery_prize,medium,hi-Latn,curated_scam
"Instagram par reels like karke roz Rs 2,000 kamayein. Free registration nahi hai, starter package Rs 650 ka hai ID #41298.",job_offer_scam,medium,hi-Latn,curated_scam
"Urgent Notice: Paytm customer care: Aapka Rs 1,499 ka cashback account me transfer karne ke liye mobile par aaya OTP confirm karein.",otp_scam,high,hi-Latn,curated_scam
"अंतिम रिमाइंडर: आधार प्रमाणीकरण: Ahmedabad में आपके आधार #35433 का उपयोग करके बैंक लेनदेन ₹8,500 सफलतापूर्वक पूरा किया गया।",benign,safe,hi-IN,authentic_transaction
"Savdhan Rahe: Flipkart delivery boy Manoj Tiwari bahar khada hai Kolkata me, parcel #95924 receive kar lo please.",benign,safe,hi-Latn,authentic_transaction
महत्वपूर्ण सूचना: स्विगी लॉगिन हेतु आपका वन-टाइम पासवर्ड (OTP) 730105 है ऑर्डर #84626 के लिए। यह 10 मिनट के लिए मान्य है। किसी के साथ साझा न करें।,benign,safe,hi-IN,authentic_transaction
Aakhri Chetawani: VI customer in Ahmedabad: SIM swap request approve karne ke liye 121 par 'CONFIRM 40039' bhej kar executive Sub-Inspector Sandeep ko batayein.,sim_swap,high,hi-Latn,curated_scam
"Hospital lab test fee refund Rs 2,450 approved for bill #32456. Send your Google Pay UPI ID to customer helpline 9832456",fake_refund,high,en-IN,curated_scam
"Chetawani: Income tax refund Rs 250,000 approved ho chuka hai PAN #45549 ka. Account me lene ke liye form fill karein https://tax-refund-gov45549.site",phishing_link,high,hi-Latn,curated_scam
"अंतिम रिमाइंडर: विद्यार्थी ऋण: छात्र #99434 को बिना किसी गारंटी के पढ़ाई के लिए ₹15,000 का लोन। फॉर्म भरने के लिए यहां जाएं: https://student-credit99434.site",loan_scam,medium,hi-IN,curated_scam
"Chetawani: Resume #52060 shortlist hua hai remote back office job ke liye. Joining letter lene ke liye onboarding exam fee Rs 1,200 pay karein.",job_offer_scam,medium,hi-Latn,curated_scam
"आवश्यक सूचना: OLX खरीदार Vikram Malhotra ने ₹50,000 का भुगतान भेजा है। पैसे खाते में जमा करने के लिए Google Pay पर QR स्कैन करें और UPI PIN डालें।",upi_collect_scam,high,hi-IN,curated_scam
"Action Required: Pre-sanctioned business loan of Rs 15,000 approved under MSME scheme for file #47093. Deposit insurance bond Rs 4,500 to receive cheque.",loan_scam,medium,en-IN,curated_scam
"Immediate Attention: Urgent: You borrowed Rs 100,000 from RupeeMama loan app. Due date passed for file #96200! Pay immediately or we will send your private photos to all contacts in Indore.",loan_scam,medium,en-IN,curated_scam
"Immediate Attention: Traffic Police Inspector Alok Pandey: Your vehicle #31859 was involved in a fatal accident in Hyderabad. Pay Rs 25,000 on Amazon Pay right now to avoid immediate arrest.",voice_phishing,high,en-IN,curated_scam
"Final Reminder: Punjab National Bank Customer Care: To prevent unauthorized withdrawal of Rs 25,000 from card ending 17422, tell the verification OTP received on your mobile.",otp_scam,high,en-IN,curated_scam
"तत्काल सूचना: आपका ₹45,000 का रिवॉर्ड तैयार है। लिंक upi://pay?pa=rew94028@icici&am=45,000 पर क्लिक करके पिन डालकर क्लेम करें।",upi_collect_scam,high,hi-IN,curated_scam
"Zaroori Suchna: Recovery agent notice: Loan file #76651 ka baki paisa Rs 250,000 1 ghante me pay karein warna police complaint darj hogi Patna me.",loan_scam,medium,hi-Latn,curated_scam
"Savdhan Rahe: Namaste sir, main Priya Sharma Bank of Baroda fraud department se bol raha hoon. Rs 25,000 ka fraud rokne ke liye turant mobile par aaya OTP batayein. Ref #31952.",otp_scam,high,hi-Latn,curated_scam
"Final Reminder: Traffic Police Inspector Sneha Patel: Your vehicle #49943 was involved in a fatal accident in Bhopal. Pay Rs 25,000 on PhonePe right now to avoid immediate arrest.",voice_phishing,high,en-IN,curated_scam
"Paytm customer care: Aapka Rs 75,000 ka cashback account me transfer karne ke liye mobile par aaya OTP confirm karein.",otp_scam,high,hi-Latn,curated_scam
"Action Required: Indian Army Cantonment Procurement Officer Inspector Ajay Kumar: Calling regarding order #97279 in Jaipur. We will transfer advance via army digital portal, stay on call.",voice_phishing,high,en-IN,curated_scam
"Immediate Attention: Hi Mom, I reached the hostel in Chandigarh safely. Will call you in the evening after classes finish. Love from Arun Nair.",benign,safe,en-IN,authentic_transaction
URGENT: Congratulations! Pre-approved personal loan of Rs 999 sanctioned with 0% interest and No CIBIL check for applicant #85597. Download CashQuick APK: https://quick-loan85597.apk,loan_scam,medium,en-IN,curated_scam
WARNING: Vodafone-Idea Notice: 4G SIM service closing in Ahmedabad. Reply 'PORT 9851360' to upgrade to high-speed 5G or service will be cut for mobile #51360.,sim_swap,high,en-IN,curated_scam
WARNING: Maruti Suzuki lucky draw: Congratulations on winning Baleno car for ticket #53585. Contact regional dispatch officer in Jaipur at 9653585 with prize code #53585.,lottery_prize,medium,en-IN,curated_scam
"Immediate Attention: Your cashback voucher of Rs 500,000 on Cred is ready. Scan QR code and confirm with your UPI PIN to claim directly into BOB.",upi_collect_scam,high,en-IN,curated_scam
"आवश्यक सूचना: अमेज़न रिटर्न: आपके उत्पाद #91015 का रिफंड ₹8,500 जारी करने के लिए ग्राहक सेवा अधिकारी Advocate Alok Verma से संपर्क करें और स्क्रीन शेयर करें।",fake_refund,high,hi-IN,curated_scam
ALERT: Google Account Security: Suspicious login from Russia detected for user #35669. Secure your account now at https://myaccount-google-security35669.site,phishing_link,high,en-IN,curated_scam
Priority: FedEx Customs Desk: Package #FX64949 sent from Patna to Taiwan flagged for wildlife contraband. Police case transferred to Crime Branch officer Sunil Joshi.,voice_phishing,high,en-IN,curated_scam
"सावधान: आपातकालीन नकद ऋण: 0% ब्याज दर पर ₹12,500 तक का ऋण तुरंत प्राप्त करें। Chennai के ग्राहक तुरंत संपर्क करें: 9854289",loan_scam,medium,hi-IN,curated_scam
"आवश्यक सूचना: रिकवरी टीम सूचना: यदि 2 घंटे में लोन संख्या #41110 की किश्त ₹10,000 जमा नहीं की गई तो रिकवरी एजेंट आपके Chennai आवास पर पहुंचेंगे।",loan_scam,medium,hi-IN,curated_scam
Tanishq Jewellery festive scratch card #72097: Diamond necklace winner. Call helpline 9172097 to verify identity.,lottery_prize,medium,en-IN,curated_scam
"NOTICE: Pre-sanctioned business loan of Rs 35,000 approved under MSME scheme for file #18126. Deposit insurance bond Rs 4,500 to receive cheque.",loan_scam,medium,en-IN,curated_scam
Customer care update: Your pending reward of Rs 499 is ready. Click the collect link upi://pay?pa=win47388@okaxis and enter PIN to claim.,upi_collect_scam,high,en-IN,curated_scam
सावधान: बीएसएनएल 5G एक्टिवेशन Mumbai: अपना नंबर #29335 चालू रखने के लिए 1 घंटे के अंदर 59059 पर 'UPG 29335' लिखकर भेजें।,sim_swap,high,hi-IN,curated_scam
ALERT: BSNL 4G to 5G migration pending for number 39797. Complete mandatory KYC before midnight at https://bsnl-5g-verification39797.in,phishing_link,high,en-IN,curated_scam
"Final Reminder: Global movie rating platform: Watch 3 movie trailers and get paid Rs 1,200. Register on our portal for applicant #39983: https://task-earnings39983.com",job_offer_scam,medium,en-IN,curated_scam
तत्काल सूचना: दूरसंचार विभाग नोटिस: सिम कार्ड #16975 का बायोमेट्रिक सत्यापन लंबित है। सिम बंद होने से बचाने के लिए प्राप्त एक्टिवेशन ओटीपी साझा करें।,sim_swap,high,hi-IN,curated_scam
"WARNING: Delhi Metro Smart Card #96241 recharge of Rs 10,000 successful. Tap your card at AVM machine to update balance.",benign,safe,en-IN,authentic_transaction
अंतिम चेतावनी: उच्चतम न्यायालय प्रवर्तन निदेशालय: आप 24 घंटे की डिजिटल निगरानी में हैं केस #36843 के तहत। कॉल काटने पर स्थानीय पुलिस आपके घर पहुंचेगी।,voice_phishing,high,hi-IN,curated_scam
Amazon Pay par collect request accept karein aur 6-digit PIN enter karein Rs 199 receive karne ke liye. Ref #52764.,upi_collect_scam,high,hi-Latn,curated_scam
Important Update: Income Tax raid officer Pooja Mishra: Aapke ghar police team bheji ja rahi hai tax evasion case #32010 me. Bachne ke liye Skype video interrogation par aayein.,voice_phishing,high,hi-Latn,curated_scam
Alert: Aapka duplicate eSIM request #ES80681 mila hai number 80681 par. Agar aapne nahi kiya to turant call karein warna SIM 2 ghante me band ho jayega.,sim_swap,high,hi-Latn,curated_scam
"Final Reminder: Legal Court Notice: Section 138 cheque bounce case initiated for unpaid loan balance Rs 8,500 on file #84066. Call lawyer Ramesh Kumar at 9884066 to settle.",loan_scam,medium,en-IN,curated_scam
"Aakhri Chetawani: PF claim pass ho gaya hai Rs 500,000 UAN #65776 ka. Account me transfer ke liye Aadhaar OTP verify karwayein phone par.",otp_scam,high,hi-Latn,curated_scam
BSNL Alert: Your mobile KYC verification failed for number #83580. Your number will be permanently disconnected unless you verify 5G SIM with executive Suresh Raina.,sim_swap,high,en-IN,curated_scam
Alert: Share market me saara loss recover karein 10 din me Pune me. Guaranteed jackpot calls ke liye WhatsApp karein Inspector Ajay Kumar ko 9859038,investment_scam,high,hi-Latn,curated_scam
Chetawani: Share market me saara loss recover karein 10 din me Pune me. Guaranteed jackpot calls ke liye WhatsApp karein Priya Sharma ko 9849667,investment_scam,high,hi-Latn,curated_scam
"URGENT: Police Control Room 112: Your son Advocate Alok Verma has been detained in hit-and-run case #22845 in Patna. Transfer Rs 30,000 immediately to settle case before media arrives.",voice_phishing,high,en-IN,curated_scam
"Urgent Notice: Traffic Police Hyderabad: Aapki gadi ka Rs 500,000 challan baki hai. Court notice se bachne ke liye pay karein https://parivahan-fine95175.top",phishing_link,high,hi-Latn,curated_scam
Action Required: Claim your free Rs 500 mobile recharge sponsored by Govt for mobile #7587 at https://pm-free-recharge-yojana7587.xyz,phishing_link,high,en-IN,curated_scam
"महत्वपूर्ण सूचना: सोलर ऊर्जा परियोजना #73284 में ₹25,000 निवेश करें और दैनिक ₹700 की निश्चित आय सीधे खाते में प्राप्त करें।",investment_scam,high,hi-IN,curated_scam
IMPORTANT: Telecom department advisory for Surat: Unverified SIM card #78292 detected. Send 'UPG 78292' to 59059 within 1 hour to retain mobile number.,sim_swap,high,en-IN,curated_scam
"ALERT: Jio 8th Anniversary Contest: Claim cash prize Rs 2,450 for number ending 76439. Send Aadhaar card and processing fee to claim department.",lottery_prize,medium,en-IN,curated_scam
"Aakhri Chetawani: Electricity bill #50364 online pay kar diya hai PhonePe se Rs 8,500, receipt download kar li hai.",benign,safe,hi-Latn,authentic_transaction
"Emergency Cash Loan! Need money fast? Get up to Rs 2,500,000 today. Only Aadhaar card needed. WhatsApp your documents to 9846482",loan_scam,medium,en-IN,curated_scam
"URGENT: Earn Rs 10,000 daily from stock market with zero loss guarantee in Chennai. SEBI registered analyst tips. Join WhatsApp group: https://chat.whatsapp.com/Trade40999",investment_scam,high,en-IN,curated_scam
"Final Reminder: Dear merchant, daily settlement of Rs 3,200 is pending. Click to approve collect request: upi://pay?pa=settle89761@apl",upi_collect_scam,high,en-IN,curated_scam
Immediate Attention: Airtel eSIM conversion initiated for subscriber #50429. Forward the confirmation SMS received from 121 to continue network connectivity.,sim_swap,high,en-IN,curated_scam
"तत्काल सूचना: रिकवरी टीम सूचना: यदि 2 घंटे में लोन संख्या #27772 की किश्त ₹2,450 जमा नहीं की गई तो रिकवरी एजेंट आपके Pune आवास पर पहुंचेंगे।",loan_scam,medium,hi-IN,curated_scam
Immediate Attention: Your monthly e-statement for SBI Savings Account ending in 20085 for month of August is ready. Password is your DOB.,benign,safe,en-IN,authentic_transaction
Courier service charge extra cut gaya tha parcel #13556 ka. Google Pay par aayi refund request accept karke paise credit karwayein.,fake_refund,high,hi-Latn,curated_scam
"WARNING: Government Lottery Bureau: Your ticket number #54423 has won second prize of Rs 499. Send processing fee Rs 5,000 to officer Sub-Inspector Sandeep to claim.",lottery_prize,medium,en-IN,curated_scam
सावधान: एयरटेल सूचना: मोबाइल #92787 की KYC अधूरी है। 24 घंटे में सिम बंद होने से बचाने के लिए यहां सत्यापित करें: https://airtel-kyc92787.net,phishing_link,high,hi-IN,curated_scam
"Chetawani: Police Control Room: Aapka beta DCP Mahesh Sharma accident me pakda gaya hai Lucknow me. Case settle karne ke liye turant Rs 30,000 bhejein media aane se pehle.",voice_phishing,high,hi-Latn,curated_scam
"NOTICE: Crowdfunding real estate platform: Buy fractional commercial property in Delhi for Rs 10,000 and earn 30% annualized rental returns on unit #1387.",investment_scam,high,en-IN,curated_scam
तत्काल सूचना: उच्चतम न्यायालय प्रवर्तन निदेशालय: आप 24 घंटे की डिजिटल निगरानी में हैं केस #48371 के तहत। कॉल काटने पर स्थानीय पुलिस आपके घर पहुंचेगी।,voice_phishing,high,hi-IN,curated_scam
तत्काल सूचना: डिजिटल अरेस्ट नोटिस: मैं Patna साइबर क्राइम सेल से इंस्पेक्टर Alok Pandey बोल रहा हूँ। आपके आधार #35051 से बुक पार्सल में नशीले पदार्थ पकड़े गए हैं।,voice_phishing,high,hi-IN,curated_scam
"Urgent Notice: Aapka Flipkart order #78321 cancel ho gaya tha, Rs 999 ka refund lene ke liye link par click karein https://refund-desk78321.com",fake_refund,high,hi-Latn,curated_scam
Alert: Maruti Suzuki lucky draw: Congratulations on winning Baleno car coupon #79219. RTO registration fee transfer karein car Lucknow me deliver karwane ke liye.,lottery_prize,medium,hi-Latn,curated_scam
"NOTICE: Pre-sanctioned business loan of Rs 15,000 approved under MSME scheme for file #72470. Deposit insurance bond Rs 4,500 to receive cheque.",loan_scam,medium,en-IN,curated_scam
"Swiggy order #21046 par double payment ho gaya tha. Customer care se Rs 15,000 refund lene ke liye TeamViewer download karke connect karein.",fake_refund,high,hi-Latn,curated_scam
Savdhan Rahe: Train ticket #34258 confirm ho gaya hai RAC se seat number 45 coach B2 mila hai on 07-May-2024.,benign,safe,hi-Latn,authentic_transaction
आवश्यक सूचना: एयरटेल सूचना: मोबाइल #33195 की KYC अधूरी है। 24 घंटे में सिम बंद होने से बचाने के लिए यहां सत्यापित करें: https://airtel-kyc33195.net,phishing_link,high,hi-IN,curated_scam
"Final Reminder: Police Control Room 112: Your son Sanjay Singhania has been detained in hit-and-run case #28431 in Lucknow. Transfer Rs 30,000 immediately to settle case before media arrives.",voice_phishing,high,en-IN,curated_scam
"Urgent Notice: Badhai ho! Festive contest #88455 me iPhone 15 jeeta hai. Delivery customs charges Rs 1,499 link par pay karein https://claim-gift88455.site",lottery_prize,medium,hi-Latn,curated_scam
Priority: Exclusive AI trading algorithm generates 15% weekly compounding profit on Binance for user #16137. Deposit USDT to start automated trades.,investment_scam,high,en-IN,curated_scam
"अंतिम रिमाइंडर: शेयर बाजार में रोजाना ₹4,500 कमाएं बिना किसी नुकसान की गारंटी के Surat में। हमारे सेबी पंजीकृत विश्लेषक के ग्रुप से जुड़ें: #83067।",investment_scam,high,hi-IN,curated_scam
"Telegram task job: Complete 10 crypto rating tasks, earn Rs 199. To unlock task 11, recharge your account with Rs 5,000.",job_offer_scam,medium,en-IN,curated_scam
ALERT: Jio Notice: Complete your e-KYC update for number ending 29548 to continue enjoying unlimited 5G services: https://jio-5g-upgrade29548.top,phishing_link,high,en-IN,curated_scam
"Dear customer, to upgrade your Punjab National Bank debit card limit to Rs 5 Lakhs on account #26673, please verify the authorization code sent to your registered mobile number.",otp_scam,high,en-IN,curated_scam
"Chetawani: Bijli bill me Rs 3,200 extra charge ho gaya tha consumer #46310 par. Rebate wapas lene ke liye portal open karein https://bijli-rebate46310.in",fake_refund,high,hi-Latn,curated_scam
"तत्काल सूचना: कूरियर ओवरचार्ज रिफंड: पार्सल #87926 की अधिक ली गई डिलीवरी राशि ₹8,500 वापस पाने के लिए PhonePe पर रिवर्स रिक्वेस्ट स्वीकार करें।",fake_refund,high,hi-IN,curated_scam
"WARNING: Salary credit: Rs 10,000 has been credited to your salary account 5030 for month of September. - BOB",benign,safe,en-IN,authentic_transaction
महत्वपूर्ण सूचना: अमेज़न कैशबैक ₹299 तैयार है। Bank of Baroda खाते में जमा करने के लिए 'भुगतान स्वीकार करें' पर क्लिक कर पिन दर्ज करें।,upi_collect_scam,high,hi-IN,curated_scam
"Savdhan Rahe: Dear consumer #92517, aapka light connection cut hone se bachane ke liye turant bill Rs 75,000 bharein https://discom-bill-pay92517.com",phishing_link,high,hi-Latn,curated_scam
WARNING: Join Angel One VIP premium group. Guaranteed 100% jackpot call tomorrow morning for member #32443. Register: https://angel-vip-trade32443.site,investment_scam,high,en-IN,curated_scam
"Immediate Attention: Dear User, an incoming UPI transfer of Rs 999 from Arun Nair is waiting. Enter your 6-digit PIN on this collect request to receive.",upi_collect_scam,high,en-IN,curated_scam
"Priority: EPFO Alert: Claim of Rs 45,000 approved for UAN #85538. Verify credentials to disburse funds at https://epfo-claim-status85538.org",phishing_link,high,en-IN,curated_scam
HDFC annual fee zero karne ke liye bank officer Suresh Raina ko phone par aaya OTP bata dijiye card ending 55741 ka.,otp_scam,high,hi-Latn,curated_scam
"अंतिम रिमाइंडर: रिकवरी टीम सूचना: यदि 2 घंटे में लोन संख्या #47986 की किश्त ₹500,000 जमा नहीं की गई तो रिकवरी एजेंट आपके Delhi आवास पर पहुंचेंगे।",loan_scam,medium,hi-IN,curated_scam
ALERT: Meesho seller payout of Rs 499 pending approval for invoice #93633. Click collect link and enter PIN to finalize deposit.,upi_collect_scam,high,en-IN,curated_scam
"URGENT: Scan QR code with any UPI App (Google Pay) to receive your pending payment of Rs 2,500,000 from Army Officer Sub-Inspector Sandeep.",upi_collect_scam,high,en-IN,curated_scam
"महत्वपूर्ण सूचना: मेकमाइंसट्रिप टिकट रद्दीकरण रिफंड ₹75,000 प्राप्त करने हेतु अपना डेबिट कार्ड नंबर और सीवीवी दर्ज करें बुकिंग #95321 के लिए।",fake_refund,high,hi-IN,curated_scam
"URGENT: Dear User, an incoming UPI transfer of Rs 4,999 from Suresh Raina is waiting. Enter your 6-digit PIN on this collect request to receive.",upi_collect_scam,high,en-IN,curated_scam
"Urgent Notice: Flipkart lucky draw: Rs 2,450 ka cash prize lene ke liye winner #60640 1% TDS tax Rs 2,500 pehle jama karein IndusInd Bank account me.",lottery_prize,medium,hi-Latn,curated_scam
Immediate Attention: Vodafone-Idea Notice: 4G SIM service closing in Pune. Reply 'PORT 9818816' to upgrade to high-speed 5G or service will be cut for mobile #18816.,sim_swap,high,en-IN,curated_scam
"Savdhan Rahe: IRCTC ticket cancel refund Rs 25,000 lene ke liye PNR #7455 par aaya hua One Time Password share karein.",otp_scam,high,hi-Latn,curated_scam
"Zaroori Suchna: Traffic Police Delhi: Aapki gadi ka Rs 4,500 challan baki hai. Court notice se bachne ke liye pay karein https://parivahan-fine81729.top",phishing_link,high,hi-Latn,curated_scam
WARNING: Postal Department Legal Cell Mumbai: Seized parcel #62144 contains 16 ATM cards and fake PAN. CBI team dispatched to your location.,voice_phishing,high,en-IN,curated_scam
"महत्वपूर्ण सूचना: फॉरेक्स ऑटोमैटिक ट्रेडिंग बॉट: 300% मासिक लाभ की पूर्ण गारंटी। आज ही खाता #80811 में ₹2,450 का निवेश करें।",investment_scam,high,hi-IN,curated_scam
Important Update: Inspector Ramesh Kumar: Aapke account #31723 par non-bailable warrant nikla hai. WhatsApp video call par aakar apna statement darj karwayein.,voice_phishing,high,hi-Latn,curated_scam
"ALERT: Customer care update: Your pending reward of Rs 20,000 is ready. Click the collect link upi://pay?pa=win51293@okhdfcbank and enter PIN to claim.",upi_collect_scam,high,en-IN,curated_scam
"Zaroori Suchna: Part time work from home: Daily YouTube videos like karein aur Google Maps review karke Rs 2,500 se Rs 4,500 kamayein. Contact on Telegram @WorkDaily89597",job_offer_scam,medium,hi-Latn,curated_scam
"URGENT: Your Airtel broadband bill for account 16501 in Chennai is generated. Total due: Rs 3,200. Pay via Airtel Thanks app to avoid interruption.",benign,safe,en-IN,authentic_transaction
"Savdhan Rahe: Aapka Canara Bank account ending 84731 se Rs 15,000 debit ho gaya hai grocery store par in Delhi. Agar aapne nahi kiya to customer care call karein.",benign,safe,hi-Latn,authentic_transaction
"Chetawani: Flipkart refund Rs 15,000 pending hai order #93946 ka. Amazon Pay open karein aur collect request par PIN daal kar receive karein.",upi_collect_scam,high,hi-Latn,curated_scam
अंतिम रिमाइंडर: अमेज़न रिटर्न: आपके उत्पाद #85957 का रिफंड ₹199 जारी करने के लिए ग्राहक सेवा अधिकारी Manoj Tiwari से संपर्क करें और स्क्रीन शेयर करें।,fake_refund,high,hi-IN,curated_scam
"Immediate Attention: IndiGo flight refund of Rs 500,000 for PNR #13330 is pending bank clearance. Provide debit card CVV to authenticate fund transfer.",fake_refund,high,en-IN,curated_scam
"ALERT: VI 5G Upgrade: To prevent mobile outgoing call block on number #93565, share your 19-digit ICCID number with telecom agent DCP Mahesh Sharma.",sim_swap,high,en-IN,curated_scam
"ALERT: Warning: Your phone number ending 68544 is being transferred to a new SIM card. If unauthorized, dial 198 and press 3 immediately.",sim_swap,high,en-IN,curated_scam
Crypto staking pool: Stake Ethereum in pool #91824 and earn 1.5% daily rewards with instant liquidity withdrawal. Visit https://eth-stake-pool91824.org,investment_scam,high,en-IN,curated_scam
"Alert: Warning: Loan app ka due payment Rs 1,499 abhi bharein file #27586 ka warna aapki morphed photos family aur WhatsApp contacts ko bhejenge Ahmedabad me.",loan_scam,medium,hi-Latn,curated_scam
"NOTICE: Get instant gold loan without pledge. Rs 18,000 credited to Axis Bank in 10 mins. Install QuickRupee app now: https://rupee-instant62116.xyz?id=62116",loan_scam,medium,en-IN,curated_scam
"Urgent Notice: Instagram par reels like karke roz Rs 2,000 kamayein. Free registration nahi hai, starter package Rs 650 ka hai ID #64326.",job_offer_scam,medium,hi-Latn,curated_scam
"WARNING: Loan approval letter attached: Sanctioned Rs 25,000 for applicant DCP Mahesh Sharma. Please transfer GST and documentation charges Rs 3,500 to account #90509 to release.",loan_scam,medium,en-IN,curated_scam
Chetawani: Airtel 5G offer for 25904: Free 50GB data pane ke liye 1900 se aaya hua porting confirmation SMS executive Suresh Raina ko forward karein.,sim_swap,high,hi-Latn,curated_scam
आवश्यक सूचना: गलती से आपके खाते में ₹499 ट्रांसफर हो गए हैं। कृपया रिवर्स कलेक्ट रिक्वेस्ट स्वीकार करके पैसे वापस करें। प्रेषक: Kavita Reddy।,upi_collect_scam,high,hi-IN,curated_scam
"Dear Customer, your Fixed Deposit #80910 of Rs 10,000 with Union Bank of India will mature on 01-Jun-2025. Visit Surat branch or internet banking to renew.",benign,safe,en-IN,authentic_transaction
"अंतिम रिमाइंडर: ईपीएफओ सहायता केंद्र: पीएफ निकासी राशि ₹6,500 जारी करने के लिए UAN #54885 पर आया आधार प्रमाणीकरण ओटीपी दर्ज करवाएं।",otp_scam,high,hi-IN,curated_scam
"NOTICE: Traffic Police Inspector DCP Mahesh Sharma: Your vehicle #28024 was involved in a fatal accident in Kolkata. Pay Rs 25,000 on Paytm right now to avoid immediate arrest.",voice_phishing,high,en-IN,curated_scam
Final Reminder: Courier Tracking Desk: Parcel #90389 held at Ahmedabad customs. Tell the verification OTP to dispatch to your address.,otp_scam,high,en-IN,curated_scam
Action Required: Calling from Telecom Department (TRAI) Chennai: All mobile numbers linked to Aadhaar #31203 will be terminated within 2 hours due to illegal bulk SMS complaints.,voice_phishing,high,en-IN,curated_scam
सतर्कता अलर्ट: डिजिटल गोल्ड ट्रेडिंग योजना Hyderabad: गोल्ड पूल #22726 में पैसा जमा करें और प्रति दिन 2% ब्याज अर्जित करें। कभी भी निकासी करें।,investment_scam,high,hi-IN,curated_scam
"तत्काल सूचना: अंतरराष्ट्रीय अनुवाद कार्य #52371: अंग्रेजी से हिंदी में अनुवाद करके ₹4,500 कमाएं। सामग्री सुरक्षा राशि जमा करके काम शुरू करें।",job_offer_scam,medium,hi-IN,curated_scam
ALERT: Guaranteed 5% daily return on Bitcoin and USDT! Join our VIP Telegram trading channel: @CryptoWealth36394. 100% risk free with mentor Sub-Inspector Sandeep.,investment_scam,high,en-IN,curated_scam
